kind,ex_date,record_date,pay_date,last_date,settlement_date,amount_per_share,tax_rate,shares_per_share,rights_per_share,subscription_price,choice,funding,source
cash_dividend,2015-02-02,2015-02-04,2015-03-12,,,1000,0.05,,,,,,VCI event 6708f3df0ec61045ab7fb39e
cash_dividend,2015-05-26,2015-05-28,2015-06-19,,,500,0.05,,,,,,VCI event 6708f3e00ec61045ab7fb4df
stock_dividend,2015-05-26,2015-05-28,2015-08-04,,,,,0.1,,,,,VCI event 6708f3f00ec61045ab7fefe9
cash_dividend,2016-01-05,2016-01-06,2016-01-28,,,1500,0.05,,,,,,VCI event 6708f3e00ec61045ab7fb6a1
cash_dividend,2016-05-23,2016-05-24,2016-06-28,,,1000,0.05,,,,,,VCI event 6708f3e10ec61045ab7fb8ab
stock_dividend,2016-05-23,2016-05-24,2016-07-07,,,,,0.2,,,,,VCI event 6708f3f10ec61045ab7ff2c8
cash_dividend,2016-12-05,2016-12-06,2016-12-23,,,1500,0.05,,,,,,VCI event 6708f3e20ec61045ab7fbb90
cash_dividend,2017-06-01,2017-06-02,2017-07-07,,,1000,0.05,,,,,,VCI event 6708f3e20ec61045ab7fbe43
stock_dividend,2017-06-01,2017-06-02,2017-07-12,,,,,0.2,,,,,VCI event 6708f3f20ec61045ab7ff674
cash_dividend,2017-11-07,2017-11-08,2017-11-29,,,1500,0.05,,,,,,VCI event 6708f3e30ec61045ab7fc0a5
cash_dividend,2018-05-29,2018-05-30,2018-06-29,,,1500,0.05,,,,,,VCI event 6708f3e40ec61045ab7fc346
cash_dividend,2019-07-29,2019-07-30,2019-09-10,,,1000,0.05,,,,,,VCI event 6708f3e50ec61045ab7fc9c3
stock_dividend,2019-10-25,2019-10-28,2019-12-06,,,,,0.1,,,,,VCI event 6708f3f40ec61045ab7ffd7d
cash_dividend,2020-01-03,2020-01-06,2020-01-16,,,1000,0.05,,,,,,VCI event 6708f3e60ec61045ab7fcb86
cash_dividend,2020-06-04,2020-06-05,2020-06-26,,,1000,0.05,,,,,,VCI event 6708f3e60ec61045ab7fcce9
stock_dividend,2020-06-25,2020-06-26,2020-08-17,,,,,0.2,,,,,VCI event 6708f3f50ec61045ab7fff87
cash_dividend,2020-11-03,2020-11-04,2020-11-27,,,1500,0.05,,,,,,VCI event 6708f3e70ec61045ab7fcf61
cash_dividend,2021-05-07,2021-05-10,2021-05-28,,,1000,0.05,,,,,,VCI event 6708f3e70ec61045ab7fd12b
cash_dividend,2021-11-04,2021-11-05,2021-11-24,,,1500,0.05,,,,,,VCI event 6708f3e80ec61045ab7fd3dd
cash_dividend,2022-05-18,2022-05-19,2022-05-31,,,1000,0.05,,,,,,VCI event 6708f3e90ec61045ab7fd5a2
stock_dividend,2022-07-11,2022-07-12,2022-09-15,,,,,0.1,,,,,VCI event 6708f3f70ec61045ab800660
cash_dividend,2022-11-30,2022-12-01,2022-12-15,,,1500,0.05,,,,,,VCI event 6708f3e90ec61045ab7fd86e
cash_dividend,2023-05-31,2023-06-01,2023-06-09,,,500,0.05,,,,,,VCI event 6708f3ea0ec61045ab7fd9dd
cash_dividend,2023-12-04,2023-12-05,2023-12-20,,,1500,0.05,,,,,,VCI event 6708f3eb0ec61045ab7fdc8a
cash_dividend,2024-05-30,2024-05-31,2024-06-14,,,1000,0.05,,,,,,VCI event 6708f3eb0ec61045ab7fddff
stock_dividend,2024-07-08,2024-07-09,2024-09-04,,,,,0.1,,,,,VCI event 6708f3f80ec61045ab800b76
cash_dividend,2025-01-06,2025-01-07,2025-01-22,,,1500,0.05,,,,,,VCI event 675cccb516bfba1b8a8eeecc
cash_dividend,2025-06-13,2025-06-16,2025-06-25,,,1000,0.05,,,,,,VCI event 6837a9800e8a716db616b28a
stock_dividend,2025-06-27,2025-06-30,2025-08-19,,,,,0.2,,,,,VCI event 6835066f0e8a716db611843c
cash_dividend,2026-01-12,2026-01-13,2026-01-20,,,1500,0.05,,,,,,VCI event 6949e1c6bdc91e0e0d556c65
cash_dividend,2026-05-26,2026-05-27,2026-06-11,,,1500,0.05,,,,,,VCI event 69fe7eaddb487120c69ea367
stock_dividend,2026-06-10,2026-06-11,2026-07-30,,,,,0.2,,,,,VCI event 69fbdb8cdb487120c69ad6eb
